"TransactionID","CustomerID","CustomerDOB","CustGender","CustLocation","CustAccountBalance","TransactionDate","TransactionTime","TransactionAmount (INR)"
"T18045","C6556033","1/1/1800","F","GHAZIABAD","60754.11","26/9/16","190808","10000"
"T18046","C5710714","4/11/91","F","BANGALORE","984.52","26/9/16","185458","100"
"T18047","C8128853","22/11/91","M","CHANDIGARH","5994.71","26/9/16","190635","60"
"T18048","C6641440","13/11/87","F","DELHI","11748.51","26/9/16","185424","370"
"T18049","C8422320","18/1/77","M","NEW DELHI","127.95","26/9/16","185934","410"
"T18050","C6724068","26/3/92","M","DELHI","3002.71","26/9/16","171717","511.07"
"T18051","C4228288","19/4/91","F","KOLLAM","724.8","26/9/16","165622","325"
"T18052","C2329435","15/2/48","F","VARANASI","31359.11","26/9/16","165910","1975"
"T18053","C4479860","28/11/90","M","VADODARA","466993.57","26/9/16","185450","650"
"T18054","C6520090","2/10/82","M","ZIRAKPUR","11988.38","26/9/16","185635","1900"
"T18055","C3317477","27/9/79","F","MUMBAI","23426.57","26/9/16","185817","3600"
"T18056","C4430082","1/4/89","M","KANGRA","4138.43","26/9/16","191152","101.15"
"T18057","C3542317","15/9/84","M","KAPURTHALA","1785.67","26/9/16","185522","3000"
"T18058","C4024163","3/6/97","F","THANE","32700.28","26/9/16","185527","100"
"T18059","C7842114","15/8/93","M","PORTBLAIR","406.94","26/9/16","190141","2699"
"T18060","C7124972","12/3/77","M","GHAZIABAD","34699.86","26/9/16","185741","500"
"T18061","C9011866","15/9/86","M","MEWAT","29875.27","26/9/16","171404","2870.75"
"T18062","C6125646","5/9/93","F","BANGALORE","86530.89","26/9/16","190546","275"
"T18063","C5823959","6/1/86","M","PUNE","31008.06","26/9/16","190553","1000"
"T18064","C2486558","31/5/85","M","BANGALORE","33394.6","26/9/16","190115","700"
"T18065","C7637335","1/1/1800","F","HOSUR","631164.82","26/9/16","190116","2200"
"T18066","C6227477","4/10/91","M","GURGAON","9472.3","26/9/16","193132","1000"
"T18067","C6719280","29/6/95","F","DARJEELING","5280.71","26/9/16","193153","1200"
"T18068","C5719130","9/7/84","F","MUMBAI","78361.94","26/9/16","195119","1355"
"T18069","C4826686","27/1/90","M","NEW DELHI","9.12","26/9/16","163027","50"
"T18070","C2021417","10/7/93","M","MAINPURI","13299.87","26/9/16","140208","135"
"T18071","C3779127","1/1/1800","M","NAVI MUMBAI","25044.44","26/9/16","162153","323"
"T18072","C8734529","nan","F","VADODARA","84664.2","26/9/16","155557","1500"
"T18073","C8319264","21/11/91","M","AMROHA","28.25","26/9/16","160336","250"
"T18074","C4836071","11/11/84","M","CANACONA","6369.01","26/9/16","142902","100"
"T18075","C5615939","19/6/92","F","KHAMMAM (ANDHRA PRADESH)","1868.01","26/9/16","171332","12080"
"T18076","C2912835","28/1/89","M","NEW DELHI","303725.34","26/9/16","171333","2558"
"T18077","C6225589","4/8/99","M","AGRA","49426.18","26/9/16","171604","110"
"T18078","C3463024","30/7/87","F","MARREDPALY WEST SECBAD","596009.6","26/9/16","172452","3928"
"T18079","C7874167","5/8/88","F","AJMER","2994.09","26/9/16","165707","540"
"T18080","C8530283","22/4/72","F","THANE (W)","45865.1","26/9/16","162310","3740.32"
"T18081","C6434559","22/2/89","M","MUMBAI","18.49","26/9/16","162558","376"
"T18082","C3514419","27/8/87","F","LONDON","1342103.81","26/9/16","163332","10200"
"T18083","C3748525","23/9/86","M","AMRAVATI","11889.07","26/9/16","140100","840"
"T18084","C8335792","20/8/95","M","NOIDA","2320.34","26/9/16","115749","259"
"T18085","C6141373","1/7/71","M","DELHI","41051.99","26/9/16","155603","270"
"T18086","C6825641","17/8/77","M","GURGAON","413628.37","26/9/16","160157","3198"
"T18087","C2818389","20/11/91","M","GURGAON","128139.06","26/9/16","160440","246"
"T18088","C6729613","25/5/90","F","LUCKNOW","7543.67","26/9/16","143925","200"
"T18089","C8460354","21/7/79","M","NAVI MUMBAI","14317.17","26/9/16","163326","424"
"T18090","C4335132","3/10/89","F","BANGALORE","10104.87","26/9/16","163006","143.89"
"T18091","C4440852","2/2/52","M","BANGALORE","354.93","26/9/16","162328","1000"
"T18092","C8120184","16/1/96","F","PATNA","14378.21","26/9/16","162333","270"
"T18093","C4736163","15/10/92","M","GURGAON","18809.67","26/9/16","135809","100"
"T18094","C6811917","24/3/83","F","GURGAON","33062.3","26/9/16","140333","3883.61"
"T18095","C5398268","12/11/92","M","PATIALA","81.57","26/9/16","140853","200"
"T18096","C8337411","27/1/82","M","HOOGHLY","29139.82","26/9/16","123308","588"
"T18097","C4691333","4/8/87","M","ROHTAK","31441.72","26/9/16","155435","242"
"T18098","C6133974","12/3/95","F","KARAMSAD","4845.01","26/9/16","162411","30"
"T18099","C4631535","12/1/80","M","FARIDABAD","1834056.43","26/9/16","163134","1400"
"T18100","C5538086","13/5/78","M","BENGALORE","163370.1","26/9/16","163425","1390"
"T18101","C6814623","22/7/91","M","MUMBAI","8.55","26/9/16","142317","50"
"T18102","C4723187","30/4/99","M","BANGALORE","4449.17","26/9/16","140718","300"
"T18103","C4122524","17/5/89","F","UDAIPUR","35711.82","26/9/16","140219","478"
"T18104","C8822848","22/2/82","M","GURGAON","23998.52","26/9/16","141308","500"
"T18105","C6333352","17/8/92","F","NEW DELHI","157922.5","26/9/16","155510","51"
"T18106","C5213683","22/7/82","M","DELHI","24921.87","26/9/16","162202","1135"
"T18107","C6259816","30/5/62","F","DELHI","12788.19","26/9/16","162149","1000"
"T18108","C8030936","6/5/77","F","BANGALORE","22943.43","26/9/16","162205","3997"
"T18109","C3137318","23/2/82","M","NOIDA","22324.71","26/9/16","164246","2.92"
"T18110","C4919643","1/1/1800","M","MAHIM (W) MUMBAI","365.29","26/9/16","162826","347"
"T18111","C7939651","8/2/90","M","NEW DELHI","155204.04","26/9/16","163141","1512.75"
"T18112","C5632681","2/10/89","M","BANGALORE","163.9","26/9/16","163341","998"
"T18113","C6916729","19/10/80","F","GHAZIABAD","399981.46","26/9/16","141327","207"
"T18114","C7919169","31/12/91","M","GURGAON","7383.18","26/9/16","161653","50"
"T18115","C1729486","14/7/62","F","NEW DELHI","59827.79","26/9/16","161517","1700"
"T18116","C4214561","16/6/87","M","K V RANGAREDDY","28874.2","26/9/16","161956","115"
"T18117","C8322256","2/10/88","F","KOLHAPUR","8427.07","26/9/16","155358","471"
"T18118","C3029533","1/1/1800","M","KANDIVALI E MUMBAI","12004.48","26/9/16","164455","220"
"T18119","C3312020","5/1/89","M","GUWAHATI","9448.02","26/9/16","164738","590"
"T18120","C6063548","14/3/90","F","GURGAON","24286.76","26/9/16","125429","284"
"T18121","C2032967","17/6/88","M","NEW DELHI","1132672.05","26/9/16","130008","4850"
"T18122","C3613127","5/6/83","F","GURGAON","108004.57","26/9/16","151417","2532.85"
"T18123","C5835729","3/8/89","M","BANGALORE","544.54","26/9/16","150745","451"
"T18124","C1620989","14/4/88","F","BANGALORE","145.04","26/9/16","150749","356.74"
"T18125","C1039823","28/7/84","M","CHANDIGARH","9456.14","26/9/16","150855","1000"
"T18126","C8818122","16/10/79","M","THANE THANE","18900.93","26/9/16","145449","1042"
"T18127","C1120555","8/9/91","F","MUMBAI","4828.86","26/9/16","145506","50"
"T18128","C2329035","1/1/1800","M","THANE","58705.01","26/9/16","150544","1945.38"
"T18129","C2630956","19/6/79","M","MUMBAI","75043","26/9/16","145501","1740"
"T18130","C8053357","24/6/94","F","NAVI MUMBAI","5105.59","26/9/16","130255","220"
"T18131","C3828690","16/11/77","M","NOIDA","71770.33","26/9/16","130518","259"
"T18132","C8127375","15/6/80","M","RAJKOT","11665.23","26/9/16","125352","116.76"
"T18133","C3528385","nan","M","SAHNEWAL","724.48","26/9/16","145631","500"
"T18134","C7312614","12/12/75","F","MUMBAI","535.64","26/9/16","145713","822"
"T18135","C4923828","21/6/93","M","PUNE","34049.37","26/9/16","145723","100"
"T18136","C7432776","16/12/89","M","MALAPPURAM","411.19","26/9/16","145723","650"
"T18137","C4022538","29/6/93","M","PANCHKULA","6276.78","26/9/16","150136","208"
"T18138","C4956350","26/8/69","F","NARASARAOPET","387633.12","26/9/16","150302","300"
"T18139","C4481736","18/9/86","M","BANGALORE","31950.11","26/9/16","150909","476"
"T18140","C5610691","4/6/91","M","BANGALORE","4626.03","26/9/16","151713","100"
"T18141","C5770728","3/5/87","M","BANGALORE","13039.34","26/9/16","130411","246"
"T18142","C3513984","26/5/55","M","MUMBAI","5014.11","26/9/16","124115","733.53"
"T18143","C5215578","4/6/87","M","HYDERABAD","570887.02","26/9/16","145443","302"
"T18144","C3147829","13/10/97","M","ULHASNAGAR","73087.55","26/9/16","145545","99"
"T18145","C2312144","9/3/90","M","FARIDABAD","1056.95","26/9/16","143611","200"
"T18146","C4310738","29/5/91","M","KRISHNA DISTRICT","32946.14","26/9/16","143612","50"
"T18147","C8036438","15/2/89","M","BANGALORE","481426.83","26/9/16","21121","1"
"T18148","C5436035","4/7/74","F","THANE","51864.59","26/9/16","150204","1425"
"T18149","C5631544","19/3/94","F","DELHI","17.44","26/9/16","152257","100"
"T18150","C7985318","13/5/84","M","KOLHAPUR","460.96","26/9/16","172823","1750"
"T18151","C2593941","22/8/75","M","PUNE","6779.39","26/9/16","172042","1216"
"T18152","C8212337","6/11/90","F","AHMEDABAD","95263.89","26/9/16","192923","830"
"T18153","C9025423","27/8/89","M","NEW DELHI","92345.24","26/9/16","193901","11950"
"T18154","C1941524","1/1/1800","M","CHENNAI","13866.78","26/9/16","174508","50"
"T18155","C7418666","1/10/97","M","JALANDHAR","25927.33","26/9/16","174147","15"
"T18156","C8632125","21/9/76","M","NOIDA","87733.31","26/9/16","173538","260"
"T18157","C3718253","4/9/92","F","NEW DELHI","30081.87","26/9/16","174259","100"
"T18158","C1539753","19/6/87","M","NEW DELHI","1445469.19","26/9/16","192718","700"
"T18159","C2032085","13/8/84","M","MUMBAI","4684.96","26/9/16","192727","380"
"T18160","C8912157","1/1/89","F","GORAKHPUR","558.5","26/9/16","191307","506.92"
"T18161","C3712358","17/9/81","F","CHENNAI","53728.13","26/9/16","191452","1580"
"T18162","C6628584","10/11/84","M","KICHHA","81606.28","26/9/16","191651","50"
"T18163","C4615331","30/7/62","M","BANGALORE","98516.91","26/9/16","191835","2300.54"
"T18164","C6718419","25/5/80","M","INDORE","2.69","26/9/16","184159","25000"
"T18165","C5172437","6/8/66","F","DELHI","15507.23","26/9/16","173302","598"
"T18166","C7623732","16/1/68","F","CHENNAI","520.49","26/9/16","192045","1028.3"
"T18167","C5527218","27/8/86","F","MUMBAI","35102.45","26/9/16","195919","400"
"T18168","C7515413","10/12/80","F","DHARUHERA","1613.29","26/9/16","200130","1438"
"T18169","C6627817","2/8/87","M","THANE","300.81","26/9/16","200333","1285.01"
"T18170","C8823213","25/12/88","F","KANPUR","119041.51","26/9/16","195230","377"
"T18171","C8729660","18/8/86","M","SAHIBABAD","12.7","26/9/16","200855","200"
"T18172","C1840567","1/1/1800","M","MORE MKT VISAKHAPATNAM","9397.87","26/9/16","172911","150"
"T18173","C7333753","18/7/83","M","THANE","2244.87","26/9/16","173319","97"
"T18174","C4521191","1/1/81","M","MUMBAI","3151.25","26/9/16","173422","302.59"
"T18175","C5311467","1/7/89","M","KOLKATA","32855.8","26/9/16","173620","75"
"T18176","C8622092","29/5/80","M","SILIGURI","37598.98","26/9/16","191249","5120"
"T18177","C2932143","8/10/87","M","MUMBAI","44.86","26/9/16","191251","200"
"T18178","C3117484","18/3/79","F","DELHI","137588.7","26/9/16","191616","1300"
"T18179","C5713763","12/12/70","M","JHAJJAR","8349.68","26/9/16","192353","510"
"T18180","C4466133","7/12/86","M","CHENNAI","269980.03","26/9/16","191415","250"
"T18181","C4228688","13/3/59","M","NEW DELHI","109725.6","26/9/16","192258","221"
"T18182","C4385940","23/6/79","F","KOLKATA","166251.56","26/9/16","192300","2933"
"T18183","C5739223","4/8/83","F","KANPUR NAGAR","70128.94","26/9/16","193728","1255"
"T18184","C4933356","25/7/97","M","BANGALORE","978.53","26/9/16","193651","189"
"T18185","C8220330","27/1/91","M","RANGA REDDY","507.77","26/9/16","173910","260"
"T18186","C4919883","8/1/83","F","CHENNAI","51139","26/9/16","173912","225"
"T18187","C1962946","4/10/94","F","WOKHA","9425.47","26/9/16","192224","560"
"T18188","C7836836","20/9/90","M","MUMBAI","17583.98","26/9/16","191314","33"
"T18189","C7132371","25/12/71","F","NORTH 24 PARGANAS","1099.81","26/9/16","194512","3248"
"T18190","C8610830","21/6/65","M","GHAZIABAD","32194.16","26/9/16","195244","250"
"T18191","C4623858","23/6/85","M","MUMBAI","22542.66","26/9/16","182139","605"
"T18192","C5294454","17/5/85","M","BANGALORE","3005.5","26/9/16","182047","400"
"T18193","C7215646","4/8/89","M","MUMBAI","8077.11","26/9/16","180037","1855"
"T18194","C4232182","19/2/66","M","MUMBAI","48431.89","26/9/16","192041","2210"
"T18195","C1141353","2/5/88","M","DELHI","7499.89","26/9/16","192242","1009"
"T18196","C6741691","12/3/72","M","GHAZIABAD","28946.98","26/9/16","191245","130"
"T18197","C6411572","22/12/89","F","GURGAON","4561.83","26/9/16","193633","410"
"T18198","C2014977","1/8/93","M","JAIPUR","482006.26","26/9/16","193636","199"
"T18199","C7618852","10/6/57","M","CHENNAI","1651.7","26/9/16","193804","357"
"T18200","C5434252","13/4/97","M","DELHI","10354.57","26/9/16","195200","745"
"T18201","C1926474","23/4/85","M","BANGALORE","9223.08","26/9/16","192235","520"
"T18202","C5142130","13/6/88","F","PUNE","131554.32","26/9/16","192235","798"
"T18203","C8911277","7/11/85","F","VADODARA","13616.48","26/9/16","192826","300"
"T18204","C2733939","5/12/87","M","GURGAON","5846.12","26/9/16","192955","20"
"T18205","C1912757","17/4/72","F","MUMBAI","83461.73","26/9/16","192819","683"
"T18206","C5121412","25/9/83","M","KOLKATA","17948.07","26/9/16","180835","973"
"T18207","C5932645","20/11/89","M","AHMEDABAD","5350.53","26/9/16","192331","110"
"T18208","C4728480","11/2/92","M","DELHI","13708.51","26/9/16","192419","192.87"
"T18209","C4519537","19/11/77","M","VIDISHA","44.4","26/9/16","191301","220"
"T18210","C5928365","4/11/80","M","BHARUCH","57041.45","26/9/16","191402","70"
"T18211","C1619752","16/1/86","F","PUNE","74204.52","26/9/16","194353","334"
"T18212","C8015239","12/5/82","F","GURGAON","12663.13","26/9/16","194405","1189"
"T18213","C7719565","1/1/1800","M","NR NILESH SUPER MARKET NASHIK","17442.22","26/9/16","194732","152"
"T18214","C5323075","15/6/72","M","NOIDA","253696.54","26/9/16","194734","66"
"T18215","C8735435","24/4/71","M","KOLKATA","1127.21","26/9/16","195122","17877"
"T18216","C3428875","19/5/90","F","MUMBAI","393943.73","26/9/16","195138","615"
"T18217","C2259569","26/4/81","M","DELHI","39698.29","26/9/16","195138","500"
"T18218","C7633789","14/7/94","M","BAREILLY","5549.99","26/9/16","195138","100"
"T18219","C8114387","26/1/86","M","KOTTAYAM","11477.87","26/9/16","185611","36"
"T18220","C4524942","8/9/77","M","SONIPAT","10773.8","26/9/16","191503","710"
"T18221","C1421021","22/1/89","M","ALLAHABAD","10352.64","26/9/16","191707","30"
"T18222","C8242341","20/5/87","M","GHAZIABAD","22196.2","26/9/16","191852","1335.02"
"T18223","C5024211","6/9/60","M","PUNE","493033.8","26/9/16","191905","2000"
"T18224","C8436689","24/6/93","M","AHMEDABAD","98014.61","26/9/16","195119","100"
"T18225","C8942190","31/8/90","M","NAVI MUMBAI","56983.25","26/9/16","195115","19"
"T18226","C4434685","2/1/92","M","BANGALORE","32627.11","26/9/16","195116","200"
"T18227","C8332822","1/11/72","M","KOLKATA","127237.67","26/9/16","142705","85620"
"T18228","C1038384","4/1/95","M","AMBALA CITY","529567.21","26/9/16","142949","10000"
"T18229","C2035056","31/10/86","M","MATHURA","17263.12","26/9/16","142950","1581"
"T18230","C6510175","22/3/88","M","SURAT","8386.79","26/9/16","142730","500"
"T18231","C4922367","12/8/90","M","JODHPUR","6918.67","26/9/16","114914","540"
"T18232","C3734748","5/5/83","M","HOWRAH","2413.77","26/9/16","114915","73"
"T18233","C4333323","26/10/97","M","NEW DELHI","917.42","26/9/16","120142","248"
"T18234","C1422117","27/12/67","F","GURGAON","310216.18","26/9/16","115412","855"
"T18235","C1514372","11/3/90","F","NAVI MUMBAI","1029.24","26/9/16","144048","32"
"T18236","C6988052","24/1/91","M","VAPI","1204.5","26/9/16","144259","30"
"T18237","C5428222","10/8/86","M","GREATAR NOIDA","156641.6","26/9/16","145115","381"
"T18238","C8932672","13/1/88","M","PATIALA","66529.51","26/9/16","145119","620"
"T18239","C3927354","21/9/79","F","GURGAON","129021.42","26/9/16","151520","530"
"T18240","C4529160","13/8/92","F","NEW DELHI","21495.94","26/9/16","145233","850"
"T18241","C6234812","8/4/88","M","BHUBANESHWAR","510.93","26/9/16","143243","80"
"T18242","C6239356","24/2/72","M","KOLKATA","32286.34","26/9/16","143614","200"
"T18243","C7730733","25/5/96","M","DELHI","503.11","26/9/16","120648","30"
"T18244","C4024621","1/1/1800","M","BANGALORE","158.25","26/9/16","114951","800"
"T18245","C8534190","12/11/93","M","DELHI","13971.38","26/9/16","142748","255"
"T18246","C3618435","8/8/89","M","BHIWADI","130374.66","26/9/16","142839","100.85"
"T18247","C5396729","19/5/89","F","BANGALORE","15339.65","26/9/16","143036","360"
"T18248","C4489579","24/4/77","F","INDORE","8349.07","26/9/16","144055","4796.27"
"T18249","C7522315","7/10/93","F","SECUNDERABAD","23862.75","26/9/16","143611","60"
"T18250","C3028055","10/1/92","F","HYDERABAD","2893.74","26/9/16","143613","414"
"T18251","C3087778","30/6/87","M","CUDDAPAH","20002.41","26/9/16","151836","200"
"T18252","C5638154","22/7/86","M","NEW DELHI","367226.57","26/9/16","151836","5399"
"T18253","C3960078","10/3/81","M","BANGALORE","6839.85","26/9/16","142706","38"
"T18254","C4732152","1/6/92","M","HYDERABAD","12478.3","26/9/16","142934","30"
"T18255","C1723723","26/9/87","M","ABU DHABI","848.29","26/9/16","142936","3676"
"T18256","C4413675","8/1/88","M","NASHIK","223323.75","26/9/16","142940","450"
"T18257","C7739770","1/2/78","M","MUMBAI","41479.46","26/9/16","142955","530"
"T18258","C6036083","30/6/87","M","BANGALORE","4891.67","26/9/16","142956","150"
"T18259","C6811671","5/7/87","M","GURDASPUR","10039.76","26/9/16","143855","19"
"T18260","C4319319","28/8/82","M","MUMBAI","100452.29","26/9/16","124109","891"
"T18261","C3942434","8/10/68","M","JABALPUR","164133.2","26/9/16","123721","265"
"T18262","C3510554","13/2/87","M","HYDERABAD","6299.16","26/9/16","142912","238"
"T18263","C3612413","3/4/93","M","DHANBAD","1728.56","26/9/16","142914","145"
"T18264","C2234970","19/1/91","F","MUMBAI","0.5","26/9/16","143227","260"
"T18265","C1921666","24/12/91","M","BANGALORE","17957.77","26/9/16","150553","120"
"T18266","C3413551","21/5/85","M","MUMBAI","25955.59","26/9/16","123806","509"
"T18267","C4267626","11/5/88","M","THANE","4859.85","26/9/16","123937","30"
"T18268","C3514928","10/9/91","M","BANGALORE","26111.46","26/9/16","144359","118"
"T18269","C7618492","12/9/69","M","GUWAHATI","297.65","26/9/16","143128","884.08"
"T18270","C1620858","15/5/85","F","BATHINDA","11283.83","26/9/16","143150","10478.45"
"T18271","C7541321","1/1/1800","M","AHMEDABAD","38093.52","26/9/16","143717","106463"
"T18272","C4116480","18/3/82","M","BARODA","7136.48","26/9/16","144749","201"
"T18273","C8766739","26/2/80","M","GURGAON","4294.54","26/9/16","145659","166"
"T18274","C4415542","27/1/92","M","HYDERABAD","13185.35","26/9/16","154724","50"
"T18275","C6597122","26/5/90","F","THANE WEST","207664.26","26/9/16","153134","500"
"T18276","C8912956","20/12/77","M","PANIPAT","218364.27","26/9/16","152949","150"
"T18277","C1141349","1/1/1800","M","AHMEDABAD","38093.52","26/9/16","154841","53231"
"T18278","C7140755","16/9/88","F","KANPUR","23783.52","26/9/16","121854","376"
"T18279","C5739252","19/4/69","F","BANGALORE","857025.92","26/9/16","144435","3220"
"T18280","C1528714","17/1/95","M","BANGALORE","564.53","26/9/16","152235","100"
"T18281","C4339474","5/11/88","F","BANGALORE","1134.7","26/9/16","145520","47"
"T18282","C2681388","1/1/1800","M","GURGAON","299032.75","26/9/16","145722","239"
"T18283","C4914290","16/10/81","M","RAIPUR","23897.84","26/9/16","153323","200"
"T18284","C1128623","8/11/92","M","DELHI","291353.34","26/9/16","153104","1000"
"T18285","C6923119","6/11/95","M","REWARI","3828.64","26/9/16","131331","50"
"T18286","C4412518","2/10/86","F","BANGALORE","285386.12","26/9/16","131528","499"
"T18287","C6439641","25/2/87","M","BANGALORE","3887.05","26/9/16","132459","200"
"T18288","C7810345","1/1/1800","M","KACHOHALLI VILLAGE BANGALORE","183767.87","26/9/16","132307","10011"
"T18289","C1824051","17/12/77","M","GURGAOPN","573252.46","26/9/16","133533","250"
"T18290","C8727537","15/6/78","M","GURGAON","49421.51","26/9/16","132801","536"
"T18291","C4939639","17/2/93","M","MADURAI","2825.87","26/9/16","132946","50"
"T18292","C8416116","5/8/80","F","MUMBAI","39876.46","26/9/16","151244","250"
"T18293","C6659191","26/11/91","M","PUNE","8803.45","26/9/16","153522","100"
"T18294","C8117563","21/12/76","M","NASHIK","83573.48","26/9/16","150149","281.4"
"T18295","C8114231","29/8/93","F","PANCHKULA","385.75","26/9/16","53201","60"
"T18296","C3835673","26/9/81","F","EXCHANGE KOLKATA","107599.45","26/9/16","150501","1661"
"T18297","C5942441","1/7/89","M","GURGAON","692.25","26/9/16","132006","176"
"T18298","C7534732","13/2/91","F","GURGAON","4075","26/9/16","132006","100"
"T18299","C4717256","10/3/85","M","NEW DELHI","12822.01","26/9/16","132859","30"
"T18300","C5980339","4/1/84","M","NEW DELHI","11126.04","26/9/16","142218","38"
"T18301","C5440213","15/1/81","M","RAOD BASAVESH WARANAGAR BANGALORE","38749.82","26/9/16","152135","300"
"T18302","C4134519","30/6/92","F","GADAG","11624.06","26/9/16","152213","1897.01"
"T18303","C5342617","1/1/1800","M","MUMBAI","3590918.65","26/9/16","152312","127"
"T18304","C8733218","18/7/94","M","PANCHKULA","14133.98","26/9/16","145238","374"
"T18305","C4819567","26/8/77","M","GUNTUR","124258.16","26/9/16","131435","320"
"T18306","C4850581","9/2/85","F","MUMBAI","26786.17","26/9/16","131437","233.34"
"T18307","C7525358","1/2/82","M","GHAZIABAD","7175.11","26/9/16","133011","100"
"T18308","C6914434","25/3/88","M","NEW DELHI","3257.78","26/9/16","133019","6870"
"T18309","C6531557","9/7/94","F","INDORE","20811.91","26/9/16","133019","99"
"T18310","C5240911","12/7/72","F","GWALIOR","4653465.55","26/9/16","133057","6044"
"T18311","C6029470","23/12/75","M","GURGAON","55186.84","26/9/16","153317","495"
"T18312","C3130367","15/4/79","F","CHENNAI","6409.58","26/9/16","153611","70000"
"T18313","C2833116","2/8/88","M","NEW DELHI","43234.53","26/9/16","153714","250"
"T18314","C2333687","1/1/1800","M","DELHI","178506.98","26/9/16","152340","70350"
"T18315","C6521785","3/10/93","F","HYDERABAD","609.79","26/9/16","152355","30"
"T18316","C2223173","11/9/87","M","NEW DELHI","40293.81","26/9/16","152640","1315"
"T18317","C6638429","1/1/1800","F","THANE","25481.64","26/9/16","150922","2589"
"T18318","C7333018","4/6/78","M","CHENNAI","788.52","26/9/16","145625","818"
"T18319","C7020851","8/7/91","F","NOIDA","107886.27","26/9/16","145925","70"
"T18320","C4531949","21/7/78","F","DELHI","6409.74","26/9/16","145927","135"
"T18321","C4539632","1/1/1800","F","GURGAON","40406.16","26/9/16","154625","510"
"T18322","C5327684","1/1/62","M","NEW DELHI","329247","26/9/16","132251","4362"
"T18323","C2941034","28/5/92","F","MUMBAI","25631.43","26/9/16","132434","2299"
"T18324","C6414942","25/3/93","F","RUPNAGAR","997.96","26/9/16","132435","150"
"T18325","C1341459","5/10/73","M","NOIDA","641044.5","26/9/16","181706","733"
"T18326","C2232758","14/12/91","F","REWARI","24239.81","26/9/16","181707","1064.01"
"T18327","C7159565","3/7/80","M","MUMBAI","144556.69","26/9/16","181238","1342"
"T18328","C7619438","23/8/93","F","SONIPAT","16886.4","26/9/16","201353","147"
"T18329","C1993391","1/7/78","M","NEW DELHI","12481.08","26/9/16","200624","101"
"T18330","C6530351","29/9/84","M","BANGALORE","406905.31","26/9/16","195328","510"
"T18331","C8830467","22/6/94","M","BANGALORE","5068.39","26/9/16","200231","100"
"T18332","C2011734","20/11/81","M","CHANDIGARH","112121.28","26/9/16","195447","10451"
"T18333","C7921157","1/1/1800","F","PANIPAT","392564.43","26/9/16","181944","1541"
"T18334","C6041117","25/8/85","M","GURGAON","7628.02","26/9/16","182219","96"
"T18335","C8927515","30/6/83","M","MEERUT","103618.12","26/9/16","182124","50"
"T18336","C1017974","2/6/92","M","GURGAON","1017.77","26/9/16","183814","403"
"T18337","C3112856","13/1/60","F","NEW DELHI","704733.8","26/9/16","181810","25"
"T18338","C7611378","12/11/87","F","VISAKHAPATNAM","149.56","26/9/16","182029","1840"
"T18339","C2716155","16/3/90","M","PATNA","629919.6","26/9/16","180939","18595"
"T18340","C4821519","29/9/60","F","LUCKNOW","38830.88","26/9/16","181154","40000"
"T18341","C2130670","7/8/86","M","DELHI","7796","26/9/16","185815","12"
"T18342","C6666191","15/9/81","M","KOLKATA","3920.35","26/9/16","195528","372"
"T18343","C3338236","1/8/72","F","JAMNAGAR","717.21","26/9/16","195943","461"
"T18344","C7938576","26/10/90","M","NEW DELHI","46429.04","26/9/16","195852","1470"
"T18345","C8224279","3/7/88","M","NOIDA","14262.78","26/9/16","193423","1580"
"T18346","C6640587","10/10/91","M","GURGAON","3795.65","26/9/16","201858","90"
"T18347","C4539031","1/1/1800","M","NEW DELHI","1443129.96","26/9/16","201902","900"
"T18348","C8450090","8/7/97","F","NEW DELHI","28275.51","26/9/16","201202","599"
"T18349","C6215874","29/11/88","M","KOLKATA","23343.94","26/9/16","195248","27"
"T18350","C5225883","30/12/92","M","DELHI","8226.95","26/9/16","202834","300"
"T18351","C3240172","4/7/93","M","BURDWAN","47904.72","26/9/16","183221","1880"
"T18352","C3722061","1/1/1800","M","GURGAON","14932.47","26/9/16","193601","1987.8"
"T18353","C8832219","8/9/91","M","DELHI","139.85","26/9/16","200938","403"
"T18354","C2234640","5/6/85","M","CHENNAI","89177.57","26/9/16","201055","929"
"T18355","C2813620","17/11/88","F","BANGALORE","1591.58","26/9/16","100452","1"
"T18356","C1513120","7/2/80","F","MALAD WEST MUMBAI","1683.97","26/9/16","183956","299"
"T18357","C6927716","20/10/85","F","DELHI","11647.94","26/9/16","184152","293"
"T18358","C2512243","26/11/89","M","THANE","2172.58","26/9/16","130229","0"
"T18359","C8512514","14/10/88","M","BIJNOR","11602.91","26/9/16","184619","84"
"T18360","C7936449","4/12/94","F","MUMBAI","543.79","26/9/16","184722","310"
"T18361","C8219717","24/8/87","F","NEW DELHI","179763.99","26/9/16","184723","1030"
"T18362","C3932723","8/8/81","M","LUCKNOW","166053.67","26/9/16","181017","2506"
"T18363","C3514843","1/1/1800","M","VILLUPURAM","65586.35","26/9/16","184649","1125"
"T18364","C4131473","6/1/75","M","PANCHKULA","53142.95","26/9/16","184655","500"
"T18365","C5812633","7/1/78","M","BANGALORE","24342.01","26/9/16","193808","25"
"T18366","C2042912","4/1/78","M","PATNA","224644.91","26/9/16","193851","121"
"T18367","C7241166","9/10/94","M","SURAT","0.57","26/9/16","193859","1008"
"T18368","C8724772","13/8/87","F","KANPUR","24334.13","26/9/16","194021","434"
"T18369","C1133039","20/1/91","F","MAHESANA","11489.97","26/9/16","201121","720"
"T18370","C4835745","31/12/92","F","JAMUI","5507.8","26/9/16","183438","30"
